active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
LEVOTHYROXINE,39109310,PMC11300814,2024,A rare case of pituitary stalk interruption syndrome (PSIS) presenting as short stature in an 8-year-old female.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,42254324,PMC13240379,2026,A Case of Pallister-Killian Syndrome in a Newborn.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,39022268,PMC11250296,2024,Ultrasound-guided microwave ablation combined with Lugol's solution for preoperative preparation in the treatment of refractory pediatric hyperthyroidism: a description of two cases.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,37946725,PMC10631832,2023,Papillary Thyroid Carcinoma in a Pediatric Patient With β-Thalassemia.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,35754571,PMC9196775,2022,Van Wyk-Grumbach syndrome and trisomy 21.,,N,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,38790549,PMC11119934,2024,Use of an Orthodontic and Otolaryngological Approach in an Infant with Holoprosencephaly.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,34350334,PMC8319649,2021,Sotos syndrome with a novel mutation in the <i>NSD1</i> gene associated with congenital hypothyroidism.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41751424,PMC12939867,2026,Exploring Autosomal Dominant Non-Syndromic Monogenic Obesity: From Genes to Therapy.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ENOXAPARIN,40325291,PMC12414646,2025,Dual Role of Natural Killer Cells in Early Pregnancy: Immunopathological Implications and Therapeutic Potential in Recurrent Spontaneous Abortion and Recurrent Implantation Failure.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ENOXAPARIN,23763601,PMC4063279,2013,Combined pancreatic islet and kidney transplantation in a child with unstable type 1 diabetes and end-stage renal disease.,,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ENOXAPARIN,33724545,PMC8251147,2021,Counseling in maternal-fetal medicine: SARS-CoV-2 infection in pregnancy.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,39376371,PMC11456063,2024,Pediatric Graves' Disease: Surgical Interventions in a Single Institution - A Comprehensive Case Series.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,,PMC13302150,2026,Capillary Malformation–Arteriovenous Malformation Syndrome Associated with RASA1 and EPHB4 Mutations: Comparative Case Series and Narrative Review,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,21359088,PMC3041716,2011,Executive summary of respiratory indications for polysomnography in children: an evidence-based review.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,21812866,PMC3192917,2011,Urban legends: recurrent aphthous stomatitis.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,17252034,PMC1484525,2006,Cronkhite-Canada syndrome presenting as eosinophilic gastroenteritis.,,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,32214492,PMC7079986,2016,"Abstracts der 112. Jahrestagung der Deutschen Gesellschaft für Kinder- und Jugendmedizin (DGKJ). Gemeinsam mit der 68. Jahrestagung der Deutschen Gesellschaft für Sozialpädiatrie (DGSPJ), 54. Herbsttagung der Deutschen G",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,38050304,PMC10695627,2023,Sotos syndrome treated with traditional Chinese medicine and rehabilitation: Case report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41047347,PMC12819064,2026,Medullary thyroid carcinoma exclusively associated with a homozygous RET V778I pathogenic variant: a case report with review of literature.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,40584514,PMC12188580,2025,Hereditary chronic intestinal pseudo-obstruction caused by a rare &lt;i&gt;MYH11&lt;/i&gt; mutation: A case report.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41486137,PMC12866589,2026,A novel pathogenic mutation in TSPEAR associated with sensorineural hearing loss: a case report and review of the literature.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,21559853,PMC6730977,2011,"Building 21st Century medicine through education, research, policy and practice. Abstracts of the Society of General Internal Medicine 34th Annual Meeting. Phoenix, Arizona. May 4-7, 2011.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41751498,PMC12939336,2026,"Epigenetic, Genetic, and Functional Germline Alterations of &lt;i&gt;PAX&lt;/i&gt; Genes in Human Pathology: A Comprehensive Update.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,15107043,PMC1492602,2004,"Abstracts of the 27th Annual Meeting of the Society of General Internal Medicine. Chicago, Illinois, USA, 12-15 May, 2004.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,17703327,PMC1484878,2006,"Abstracts of the Society of General Internal Medicine 29th Annual Meeting, April 26-29, 2006, Los Angeles, California, USA.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,36159014,PMC9453768,2022,Evidence-based pathogenesis and treatment of ulcerative colitis: A causal role for colonic epithelial hydrogen peroxide.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,22536582,PMC3373283,2012,"Canadian Thoracic Society 2012 guideline update: diagnosis and management of asthma in preschoolers, children and adults.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,15144561,PMC425596,2004,Eosinophilia in a patient with cyclical vomiting: a case report.,,Y,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,30018981,PMC6029485,2018,Insulin-Like Growth Factor-1 Signaling in Lung Development and Inflammatory Lung Diseases.,,Y,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39414991,PMC11762408,2025,Novel homozygous ESAM variants in two families with perinatal strokes showing variable neuroradiologic and clinical findings.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,38411873,,2024,Non-classical 11β-hydroxylase deficiency caused by a novel heterozygous mutation: a case report and review of the literature.,,N,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39334216,PMC11437795,2024,A long way to syndromic short stature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,40035441,PMC11877552,2025,A Mutation in the ANK2 Gene Causing ASD and a Review of the Literature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,18351425,PMC2270373,2008,"Abstracts from the 31st Annual Meeting of the Society of General Internal Medicine. April 9-12, 2008. Pittsburgh, Pennsylvania, USA.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,38610873,PMC11012248,2024,The Role of Telemedicine in Children with Obstructive Sleep Apnea Syndrome (OSAS): A Review of the Literature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,28440920,PMC7167696,2017,Pediatric pulmonology year in review 2016: Part 2.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,34640558,PMC8509766,2021,Anti-Obesity Medication Use in Children and Adolescents with Prader-Willi Syndrome: Case Review and Literature Search.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,35252060,PMC8894895,2022,Management of Chronic Graft-vs.-Host Disease in Children and Adolescents With ALL: Present Status and Model for a Personalised Management Plan.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,34588941,PMC8475801,2021,Supratherapeutic Posaconazole Concentration in a Pediatric Transplant Patient With Confirmed <i>Rhizopus</i> Infection.,,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,33673586,PMC7997222,2021,Etiology and Management of Pediatric Intestinal Failure: Focus on the Non-Digestive Causes.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,31416456,PMC6694633,2019,Management of chronic urticaria in children: a clinical guideline.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,39559520,PMC11571393,2023,Narrative Review of Postural Orthostatic Tachycardia Syndrome: Associated Conditions and Management Strategies.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39839754,PMC11744041,2025,"Ambiguous Genitalia Due to 3β-Hydroxysteroid Dehydrogenase Type 2 Deficiency: Clinical, Genetic, and Functional Characterization of Two Novel <i>HSD3B2</i> Variants.",,Y,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41122306,PMC12536208,2025,DRP2 Mutation in Familial Autism Spectrum Disorder: A Case Report of 2 Consanguineous Patients.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41409306,PMC12707956,2025,A Novel &lt;i&gt;KMT5B&lt;/i&gt; Frameshift Variant Presenting with Autism and Psychiatric Features: Intrafamilial Phenotypic Variation - A Case Report.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41367531,PMC12683426,2025,Jordan syndrome due to &lt;i&gt;PPP2R5D&lt;/i&gt; gene mutation: a report of two pediatric cases and literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41153407,PMC12563888,2025,Familial &lt;i&gt;NSD1&lt;/i&gt; Exon 3 Deletion Associated with Phenotypic and Epigenetic Variability.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41300605,PMC12650869,2025,From Overgrowth to Complex Malformations: A Novel &lt;i&gt;EZH2&lt;/i&gt; Variant Reveals the Expanding Clinical Spectrum of Weaver Syndrome.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39129839,PMC11316443,2024,A Novel <i>ZBTB20</i> Variant in a Patient with Primrose Syndrome: A Rare Clinical Entity with Distinctive Features.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41599793,PMC12845467,2026,Nutritional Strategies for Intestinal Rehabilitation in Children with Short Bowel Syndrome: A Narrative Review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,42028791,PMC13107504,2026,"Aminoacyl-tRNA Synthetases: Variant Classification, Functional Assays, and Emerging Therapeutic Strategies.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41121198,PMC12542620,2025,PET/CT and exome sequencing in late onset multiple acyl-CoA dehydrogenase deficiency: a case series and literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41318701,PMC12770425,2025,UBR5 loss-of-function variants in autism spectrum disorder and intellectual disability: case series and review of the literature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,38571636,PMC10988039,2024,Novel <i>KMT5B</i> variant associated with neurodevelopmental disorder in a Chinese family: A case report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41683999,PMC12897797,2026,Phenotype Variations in a Family with Various Rearrangements in the Locus of the &lt;i&gt;SHOX&lt;/i&gt; Gene.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,36777730,PMC9911649,2023,Clinical and genetic features of luscan-lumish syndrome associated with a novel de novo variant of <i>SETD2</i> gene: Case report and literature review.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41079182,PMC12507618,2025,Diagnostic and therapeutic pitfalls in the management of pediatric patients with 3β-hydroxysteroid dehydrogenase type 2 (3β-HSD2) deficiency - a single center experience.,,Y,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41413819,PMC12831319,2025,Novel TRIP12 variants in two Lebanese patients with neurodevelopmental delay.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,40922349,PMC12419298,2025,Clinical and genetic characterization of Weaver syndrome: A case report of an EZH2 mutation and review of the literature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41116907,PMC12535809,2025,Bifocal &lt;i&gt;β&lt;/i&gt;-hCG-secreting CNS Germinoma in a 13-Year-Old Boy: Clinical-Biochemical Pubertal Discordance and Long-Term Outcome.,,Y,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,,PMC13153759,2026,Clinical puzzle of endocrine disorders in Van Wyk-Grumbach syndrome: a case report Diagnostyczne wyzwania w zespole Van Wyka-Grumbacha – opis przypadku,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41024235,PMC12482208,2025,Congenital hypothyroidism in two children affected by Sotos syndrome: a simple association?,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
