mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Fst,FST,,KO_promotes_maturation,0.51595,1.31595,0.8,proliferative,resting,resting,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phldb1,PHLDB1,,KO_promotes_maturation,0.51548,1.31548,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kank1,KANK1,,KO_promotes_maturation,0.51531,1.31531,0.8,hypertrophic,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncor2,NCOR2,,KO_promotes_maturation,0.51454,1.71454,1.2,proliferative,resting,resting,20.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adam12,ADAM12,,KO_promotes_maturation,0.5142,1.3142,0.8,hypertrophic,hypertrophic,hypertrophic,14.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nudcd3,NUDCD3,,KO_promotes_maturation,0.51396,1.31396,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppil1,PPIL1,,KO_promotes_maturation,0.51195,1.31195,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nacc1,NACC1,,KO_promotes_maturation,0.50711,1.30711,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp518a,ZNF518A,,KO_promotes_maturation,0.50635,1.30635,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mapre1,MAPRE1,,KO_promotes_maturation,0.50163,1.30163,0.8,shared,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbmxl1,RBMXL1,,KO_promotes_maturation,0.50021,1.30021,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mkx,MKX,,KO_promotes_maturation,0.4979,1.2979,0.8,hypertrophic,resting,resting,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srbd1,SRBD1,,KO_promotes_maturation,0.49563,1.29563,0.8,proliferative,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bora,BORA,,KO_promotes_maturation,0.49438,1.29438,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gigyf1,GIGYF1,,KO_promotes_maturation,0.49421,1.29421,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp282,ZNF282,,KO_promotes_maturation,0.49343,1.29343,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam98b,FAM98B,,KO_promotes_maturation,0.49322,1.29322,0.8,shared,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rhod,RHOD,,KO_promotes_maturation,0.49095,1.29095,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncor1,NCOR1,,KO_promotes_maturation,0.48744,1.28744,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hivep2,HIVEP2,,KO_promotes_maturation,0.48581,1.28581,0.8,hypertrophic,resting,resting,27.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adck1,ADCK1,,KO_promotes_maturation,0.48461,1.28461,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cpox,CPOX,,KO_promotes_maturation,0.48396,1.28396,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myo1a,MYO1A,,KO_promotes_maturation,0.4834,1.2834,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prim1,PRIM1,,KO_promotes_maturation,0.48212,1.28212,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bmpr1a,BMPR1A,,KO_promotes_maturation,0.48165,1.28165,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scap,SCAP,,KO_promotes_maturation,0.48048,1.28048,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc10a7,SLC10A7,,KO_promotes_maturation,0.48042,1.28042,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pde6d,PDE6D,,KO_promotes_maturation,0.48036,1.28036,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nufip2,NUFIP2,,KO_promotes_maturation,0.47903,1.27903,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rwdd1,RWDD1,,KO_promotes_maturation,0.47752,1.27752,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emc3,EMC3,B_primary_reproducible,KO_promotes_maturation,0.47595,3.27595,2.8,shared,resting,resting,2.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Astn2,ASTN2,,KO_promotes_maturation,0.47449,1.67449,1.2,shared,resting,resting,28.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ibsp,IBSP,,KO_promotes_maturation,0.47415,1.27415,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Asxl1,ASXL1,,KO_promotes_maturation,0.47209,1.27209,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp1b1,CYP1B1,,KO_promotes_maturation,0.47144,1.27144,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lox,LOX,,KO_promotes_maturation,0.46994,1.26994,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ice2,ICE2,,KO_promotes_maturation,0.46986,1.26986,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nabp2,NABP2,,KO_promotes_maturation,0.46942,1.26942,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prkce,PRKCE,,KO_promotes_maturation,0.46462,1.26462,0.8,hypertrophic,proliferative,proliferative,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnf111,RNF111,,KO_promotes_maturation,0.46447,1.26447,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cxcr2,CXCR2,,KO_promotes_maturation,0.46285,1.26285,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fryl,FRYL,,KO_promotes_maturation,0.46136,1.26136,0.8,hypertrophic,hypertrophic,hypertrophic,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ip6k2,IP6K2,,KO_promotes_maturation,0.46058,1.26058,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grb2,GRB2,,KO_promotes_maturation,0.46011,1.26011,0.8,shared,hypertrophic,hypertrophic,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Man1c1,MAN1C1,,KO_promotes_maturation,0.45879,1.25879,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdca7,CDCA7,,KO_promotes_maturation,0.45536,1.25536,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp341,ZNF341,,KO_promotes_maturation,0.45472,1.25472,0.8,hypertrophic,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cradd,CRADD,,KO_promotes_maturation,0.45443,1.65443,1.2,proliferative,resting,resting,60.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vat1l,VAT1L,,KO_promotes_maturation,0.45356,1.25356,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ascc2,ASCC2,,KO_promotes_maturation,0.45306,1.25306,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chrdl2,CHRDL2,,KO_promotes_maturation,0.44893,1.24893,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srpk2,SRPK2,,KO_promotes_maturation,0.44785,1.24785,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nup37,NUP37,,KO_promotes_maturation,0.44601,1.24601,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pfkfb3,PFKFB3,,KO_promotes_maturation,0.44568,1.24568,0.8,proliferative,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srrt,SRRT,,KO_promotes_maturation,0.44554,1.24554,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aoc1,AOC1,,KO_promotes_maturation,0.4447,1.2447,0.8,,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif4g3,EIF4G3,,KO_promotes_maturation,0.44279,1.24279,0.8,shared,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rph3a,RPH3A,,KO_promotes_maturation,0.44163,1.24163,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp438,ZNF438,,KO_promotes_maturation,0.44129,1.24129,0.8,shared,resting,resting,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mrpl23,MRPL23,,KO_promotes_maturation,0.44129,1.24129,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cpxm1,CPXM1,,KO_promotes_maturation,0.44076,1.64076,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcar1,BCAR1,,KO_promotes_maturation,0.44045,1.24045,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcolce2,PCOLCE2,,KO_promotes_maturation,0.43952,1.23952,0.8,shared,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dazl,DAZL,,KO_promotes_maturation,0.43856,1.23856,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wls,WLS,,KO_promotes_maturation,0.43769,1.23769,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arpp21,ARPP21,,KO_promotes_maturation,0.437,1.237,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cds1,CDS1,,KO_promotes_maturation,0.43678,1.23678,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnah2,DNAH2,,KO_promotes_maturation,0.43389,1.23389,0.8,proliferative,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrp5,LRP5,,KO_promotes_maturation,0.43361,1.23361,0.8,hypertrophic,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dmgdh,DMGDH,,KO_promotes_maturation,0.43265,1.23265,0.8,proliferative,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cadps2,CADPS2,,KO_promotes_maturation,0.43231,1.23231,0.8,hypertrophic,resting,resting,15.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itgb8,ITGB8,,KO_promotes_maturation,0.43098,1.63098,1.2,shared,hypertrophic,hypertrophic,17.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cbfa2t2,CBFA2T2,,KO_promotes_maturation,0.43082,1.23082,0.8,proliferative,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hexim1,HEXIM1,,KO_promotes_maturation,0.42932,1.22932,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pebp4,PEBP4,,KO_promotes_maturation,0.42744,1.22744,0.8,proliferative,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bmp7,BMP7,,KO_promotes_maturation,0.42664,1.22664,0.8,proliferative,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pck2,PCK2,,KO_promotes_maturation,0.42653,1.22653,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arid5b,ARID5B,,KO_promotes_maturation,0.42575,1.62575,1.2,hypertrophic,resting,resting,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sp7,SP7,,KO_promotes_maturation,0.42558,1.22558,0.8,shared,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nostrin,NOSTRIN,,KO_promotes_maturation,0.4252,1.2252,0.8,hypertrophic,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Blm,BLM,,KO_promotes_maturation,0.42435,1.22435,0.8,proliferative,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sf3a2,SF3A2,,KO_promotes_maturation,0.42243,1.22243,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rapgef1,RAPGEF1,,KO_promotes_maturation,0.4212,1.2212,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Serpina1f,SERPINA2,,KO_promotes_maturation,0.41902,1.21902,0.8,,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif12,KIF12,,KO_promotes_maturation,0.41752,1.21752,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
AA986860,C1orf116,,KO_promotes_maturation,0.41738,1.21738,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Inha,INHA,,KO_promotes_maturation,0.41711,1.21711,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spp1,SPP1,,KO_promotes_maturation,0.41697,1.21697,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif26b,KIF26B,,KO_promotes_maturation,0.4169,1.2169,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
P4ha3,P4HA3,,KO_promotes_maturation,0.41541,1.21541,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdgfc,PDGFC,,KO_promotes_maturation,0.41537,1.21537,0.8,hypertrophic,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Amotl2,AMOTL2,,KO_promotes_maturation,0.41453,1.21453,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tulp3,TULP3,,KO_promotes_maturation,0.41436,1.21436,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cbx8,CBX8,,KO_promotes_maturation,0.41374,1.21374,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stk3,STK3,,KO_promotes_maturation,0.41268,1.21268,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc42bpb,CDC42BPB,,KO_promotes_maturation,0.41116,1.21116,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam117b,FAM117B,,KO_promotes_maturation,0.41053,1.21053,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Coro7,CORO7,,KO_promotes_maturation,0.41037,1.21037,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tnpo3,TNPO3,,KO_promotes_maturation,0.40999,1.20999,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Paip2b,PAIP2B,,KO_promotes_maturation,0.40993,1.20993,0.8,shared,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grik5,GRIK5,,KO_promotes_maturation,0.40752,1.20752,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fanci,FANCI,,KO_promotes_maturation,0.40546,1.20546,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdkn1b,CDKN1B,,KO_promotes_maturation,0.40534,1.20534,0.8,shared,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fto,FTO,,KO_promotes_maturation,0.40506,1.20506,0.8,shared,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Shisa5,SHISA5,,KO_promotes_maturation,0.40494,1.20494,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fyn,FYN,,KO_promotes_maturation,0.40299,1.20299,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
1700018B08Rik,C16orf95,,KO_promotes_maturation,0.39966,1.19966,0.8,shared,proliferative,proliferative,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pbk,PBK,,KO_promotes_maturation,0.39935,1.19935,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Carm1,CARM1,,KO_promotes_maturation,0.39813,1.19813,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcc2,GCC2,,KO_promotes_maturation,0.39801,1.19801,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nuf2,NUF2,,KO_promotes_maturation,0.3963,1.1963,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ebf1,EBF1,,KO_promotes_maturation,0.39394,1.19394,0.8,shared,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbx22,TBX22,,KO_promotes_maturation,0.39354,1.19354,0.8,,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ism1,ISM1,,KO_promotes_maturation,0.39304,1.59304,1.2,proliferative,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ube2l6,UBE2L6,,KO_promotes_maturation,0.38825,1.18825,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lgr6,LGR6,,KO_promotes_maturation,0.38775,1.18775,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdk17,CDK17,,KO_promotes_maturation,0.38738,1.18738,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Brd8,BRD8,,KO_promotes_maturation,0.38682,1.18682,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccdc158,CCDC158,,KO_promotes_maturation,0.38086,1.18086,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppfia4,PPFIA4,,KO_promotes_maturation,0.38019,1.18019,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Susd1,SUSD1,,KO_promotes_maturation,0.37964,1.17964,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Glis1,GLIS1,,KO_promotes_maturation,0.37837,1.57837,1.2,shared,proliferative,proliferative,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sepsecs,SEPSECS,,KO_promotes_maturation,0.3774,1.1774,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc1a4,SLC1A4,,KO_promotes_maturation,0.37686,1.57686,1.2,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdcl,PDCL,,KO_promotes_maturation,0.3768,1.1768,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stx1a,STX1A,,KO_promotes_maturation,0.37604,1.17604,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cecr2,CECR2,,KO_promotes_maturation,0.37594,1.17594,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srgap1,SRGAP1,,KO_promotes_maturation,0.37544,1.17544,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdkn1a,CDKN1A,,KO_promotes_maturation,0.37506,1.17506,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2r2a,PPP2R2A,,KO_promotes_maturation,0.37425,1.17425,0.8,hypertrophic,hypertrophic,hypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Park7,PARK7,,KO_promotes_maturation,0.37394,1.17394,0.8,proliferative,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Angpt2,ANGPT2,,KO_promotes_maturation,0.37338,1.17338,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdxdc1,PDXDC1,,KO_promotes_maturation,0.37303,1.17303,0.8,shared,hypertrophic,hypertrophic,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbca,TBCA,,KO_promotes_maturation,0.37157,1.17157,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp219,ZNF219,,KO_promotes_maturation,0.37027,1.17027,0.8,proliferative,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adam23,ADAM23,,KO_promotes_maturation,0.36954,1.16954,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddit4l,DDIT4L,,KO_promotes_maturation,0.36664,1.16664,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trmt10a,TRMT10A,,KO_promotes_maturation,0.36623,1.16623,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
1600014C10Rik,C19orf12,,KO_promotes_maturation,0.36488,1.16488,0.8,proliferative,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Six4,SIX4,,KO_promotes_maturation,0.36482,1.16482,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddx52,DDX52,,KO_promotes_maturation,0.36475,1.16475,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcnt1,GCNT1,,KO_promotes_maturation,0.36406,1.16406,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc38a6,SLC38A6,,KO_promotes_maturation,0.36344,1.16344,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hspa1l,HSPA1L,,KO_promotes_maturation,0.36189,1.16189,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Racgap1,RACGAP1,,KO_promotes_maturation,0.36081,1.16081,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vamp5,VAMP5,,KO_promotes_maturation,0.36075,1.16075,0.8,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Larp7,LARP7,,KO_promotes_maturation,0.36032,1.16032,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab11fip3,RAB11FIP3,,KO_promotes_maturation,0.35959,1.15959,0.8,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hexb,HEXB,,KO_promotes_maturation,0.35852,1.15852,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nrxn3,NRXN3,,KO_promotes_maturation,0.3575,1.1575,0.8,shared,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vil1,VIL1,,KO_promotes_maturation,0.35725,1.15725,0.8,hypertrophic,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ubap2,UBAP2,,KO_promotes_maturation,0.35687,1.15687,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pabpc4l,PABPC4L,,KO_promotes_maturation,0.35623,1.15623,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uggt1,UGGT1,,KO_promotes_maturation,0.35481,1.15481,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Alpl,ALPL,,KO_promotes_maturation,0.35376,1.15376,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Marveld3,MARVELD3,,KO_promotes_maturation,0.35204,1.15204,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
