mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Bsg,BSG,,KO_blocks_maturation,0.3421010178869265,0.3421010178869265,0.0,proliferative,resting,hypertrophic,1.0,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Pxdn,PXDN,,KO_promotes_maturation,0.3398277037213173,1.1398277037213174,0.8,shared,resting,perichondrium,14.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Erc2,ERC2,,KO_promotes_maturation,0.3395240779356934,1.1395240779356934,0.8,proliferative,proliferative,hypertrophic,20.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdzd2,PDZD2,,KO_promotes_maturation,0.3388020924166188,1.538802092416619,1.2000000000000002,hypertrophic,proliferative,proliferative,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fyn,FYN,,KO_promotes_maturation,0.3363268761325257,1.1363268761325258,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pyroxd2,PYROXD2,,KO_promotes_maturation,0.3359220864539203,1.1359220864539203,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dlk1,DLK1,,KO_promotes_maturation,0.3324160759140637,1.532416075914064,1.2000000000000002,proliferative,resting,hypertrophic,15.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dach2,DACH2,,KO_promotes_maturation,0.3313801843650508,1.1313801843650508,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc42ep5,CDC42EP5,,KO_blocks_maturation,0.3258614628697621,0.3258614628697621,0.0,proliferative,resting,prehypertrophic,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Odf3l1,,,KO_promotes_maturation,0.3232664346328184,1.1232664346328185,0.8,hypertrophic,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Epha7,EPHA7,,KO_promotes_maturation,0.3211197035567574,1.1211197035567575,0.8,shared,resting,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sema3d,SEMA3D,,KO_promotes_maturation,0.3196126869941045,1.1196126869941043,0.8,shared,hypertrophic,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prss48,PRSS48,,KO_blocks_maturation,0.3189054467920812,0.3189054467920812,0.0,shared,,,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Kmt2b,KMT2B,,KO_promotes_maturation,0.3154871064442668,1.1154871064442669,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acvr2b,ACVR2B,,KO_promotes_maturation,0.3153799266281982,1.1153799266281983,0.8,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hip1r,HIP1R,,KO_promotes_maturation,0.3083891984980742,1.1083891984980745,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ahi1,AHI1,,KO_promotes_maturation,0.3049825214078476,1.1049825214078477,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gapdh,GAPDH,,KO_promotes_maturation,0.2998701140166206,1.0998701140166207,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prr5l,PRR5L,,KO_promotes_maturation,0.2993415758137545,1.0993415758137546,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcp,KCP,,KO_blocks_maturation,0.297031784827374,0.297031784827374,0.0,proliferative,resting,proliferative,,,,"inhibit (delay hypertrophic transition, prolong growth window)"
Slc4a3,SLC4A3,,KO_promotes_maturation,0.2834768882516021,1.0834768882516022,0.8,hypertrophic,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pan2,PAN2,,KO_promotes_maturation,0.2834609395387628,1.0834609395387629,0.8,shared,resting,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptk7,PTK7,,KO_promotes_maturation,0.2820204921939224,1.0820204921939225,0.8,proliferative,hypertrophic,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pde8a,PDE8A,,KO_promotes_maturation,0.2752313224837375,1.0752313224837375,0.8,hypertrophic,hypertrophic,proliferative,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map3k4,MAP3K4,,KO_promotes_maturation,0.2741948159409417,1.0741948159409418,0.8,hypertrophic,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Melk,MELK,,KO_promotes_maturation,0.2726504153685622,1.0726504153685623,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nrk,NRK,,KO_promotes_maturation,0.2722885078134047,1.0722885078134048,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Med24,MED24,,KO_promotes_maturation,0.2710604795277944,1.0710604795277945,0.8,shared,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mast2,MAST2,,KO_promotes_maturation,0.2694898504815899,1.06948985048159,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mapt,MAPT,,KO_promotes_maturation,0.2687952191675671,1.0687952191675671,0.8,hypertrophic,resting,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pitx1,PITX1,,KO_promotes_maturation,0.268050223183939,1.4680502231839392,1.2000000000000002,proliferative,resting,hypertrophic,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Iqgap3,IQGAP3,,KO_promotes_maturation,0.2675217290467111,1.0675217290467112,0.8,proliferative,resting,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cchcr1,CCHCR1,,KO_promotes_maturation,0.2669517019097218,1.066951701909722,0.8,proliferative,resting,perichondrium,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc9a1,SLC9A1,,KO_promotes_maturation,0.2636458341344454,1.0636458341344457,0.8,hypertrophic,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddn,DDN,,KO_promotes_maturation,0.2612894012042392,1.061289401204239,0.8,proliferative,hypertrophic,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pxylp1,PXYLP1,,KO_promotes_maturation,0.2603755860807302,1.0603755860807302,0.8,shared,hypertrophic,proliferative,15.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fzr1,FZR1,,KO_promotes_maturation,0.258995445182018,1.058995445182018,0.8,shared,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rimklb,RIMKLB,,KO_promotes_maturation,0.2582950267603225,1.0582950267603226,0.8,proliferative,resting,perichondrium,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccnd2,CCND2,,KO_promotes_maturation,0.2542330724384671,1.4542330724384671,1.2000000000000002,shared,resting,proliferative,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpsa,RPSA,,KO_promotes_maturation,0.2525644262960727,1.0525644262960727,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncapd2,NCAPD2,,KO_promotes_maturation,0.2476534142394952,1.047653414239495,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim68,TRIM68,,KO_promotes_maturation,0.2469257619763352,1.0469257619763352,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdca2,CDCA2,,KO_promotes_maturation,0.2407470114413221,1.0407470114413222,0.8,proliferative,hypertrophic,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pawr,PAWR,,KO_promotes_maturation,0.2399318744057348,1.0399318744057349,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rexo1,REXO1,,KO_promotes_maturation,0.2355517035140679,1.035551703514068,0.8,hypertrophic,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Panx3,PANX3,,KO_promotes_maturation,0.2344207997428173,1.0344207997428174,0.8,proliferative,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tacc3,TACC3,,KO_promotes_maturation,0.232579603218044,1.032579603218044,0.8,proliferative,resting,proliferative,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Btrc,BTRC,,KO_promotes_maturation,0.2309811826263785,1.0309811826263786,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcna5,KCNA5,,KO_promotes_maturation,0.2250482251320924,1.0250482251320925,0.8,proliferative,resting,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Med15,MED15,,KO_promotes_maturation,0.2236869396004426,1.0236869396004429,0.8,shared,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aldh1a3,ALDH1A3,,KO_promotes_maturation,0.2225600102491192,1.0225600102491192,0.8,hypertrophic,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tiam2,TIAM2,,KO_promotes_maturation,0.218791780276347,1.018791780276347,0.8,hypertrophic,resting,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nyap1,NYAP1,,KO_promotes_maturation,0.2177157142902877,1.0177157142902875,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Muc1,MUC1,,KO_promotes_maturation,0.2173573510223247,1.0173573510223248,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbc1d22b,TBC1D22B,,KO_promotes_maturation,0.2163569564353935,1.0163569564353936,0.8,hypertrophic,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aass,AASS,,KO_promotes_maturation,0.2158642045766767,1.0158642045766768,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Odf2,ODF2,,KO_promotes_maturation,0.215104205982316,1.015104205982316,0.8,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc6a15,SLC6A15,,KO_promotes_maturation,0.2141898923849825,1.0141898923849826,0.8,proliferative,resting,prehypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttll3,TTLL3,,KO_promotes_maturation,0.2131024109581654,1.0131024109581654,0.8,hypertrophic,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klhl13,KLHL13,,KO_promotes_maturation,0.2125646304932165,1.0125646304932163,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stc1,STC1,,KO_promotes_maturation,0.2122785042728336,1.412278504272834,1.2000000000000002,hypertrophic,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpl18a,RPL18A,,KO_promotes_maturation,0.2103918558518647,1.0103918558518648,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plag1,PLAG1,,KO_promotes_maturation,0.2103718692359502,1.4103718692359504,1.2000000000000002,shared,resting,proliferative,17.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plcd1,PLCD1,,KO_promotes_maturation,0.2089032808885831,1.0089032808885832,0.8,hypertrophic,hypertrophic,prehypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zdhhc15,ZDHHC15,,KO_promotes_maturation,0.2070530911981418,1.007053091198142,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wnt5a,WNT5A,,KO_promotes_maturation,0.2028308871143069,1.002830887114307,0.8,proliferative,proliferative,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp711,ZNF711,,KO_promotes_maturation,0.2023905573019773,1.0023905573019771,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acta1,ACTA1,,KO_promotes_maturation,0.1990992044557167,0.9990992044557168,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep164,CEP164,,KO_promotes_maturation,0.1979950030004501,0.9979950030004502,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wnk4,WNK4,,KO_promotes_maturation,0.1971095270511871,0.9971095270511872,0.8,hypertrophic,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cand2,CAND2,,KO_promotes_maturation,0.1959831206720542,0.9959831206720544,0.8,hypertrophic,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sh3glb2,SH3GLB2,,KO_promotes_maturation,0.192326920055305,0.9923269200553052,0.8,hypertrophic,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vipr2,VIPR2,,KO_promotes_maturation,0.1907314093932519,0.990731409393252,0.8,hypertrophic,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prss35,PRSS35,,KO_promotes_maturation,0.1888692046790077,1.388869204679008,1.2000000000000002,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Syne2,SYNE2,,KO_promotes_maturation,0.1879850276828281,0.987985027682828,0.8,shared,resting,perichondrium,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dlgap4,DLGAP4,,KO_promotes_maturation,0.187589278996159,0.9875892789961592,0.8,hypertrophic,resting,perichondrium,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srfbp1,SRFBP1,,KO_promotes_maturation,0.1863040276900549,1.3863040276900551,1.2000000000000002,shared,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
L1cam,L1CAM,,KO_promotes_maturation,0.1830702312492623,0.9830702312492624,0.8,proliferative,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rufy3,RUFY3,,KO_promotes_maturation,0.1795845893706549,0.979584589370655,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pgm2,PGM2,,KO_promotes_maturation,0.1774059616656047,0.9774059616656048,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mvk,MVK,,KO_promotes_maturation,0.1766156023810084,0.9766156023810084,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam184b,FAM184B,,KO_promotes_maturation,0.1754649272534241,1.3754649272534245,1.2000000000000002,proliferative,resting,proliferative,16.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nol3,NOL3,,KO_promotes_maturation,0.1731267720312295,0.9731267720312295,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbm26,RBM26,,KO_promotes_maturation,0.1690745078891573,1.3690745078891575,1.2000000000000002,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scube2,SCUBE2,,KO_promotes_maturation,0.1675001314763924,1.3675001314763926,1.2000000000000002,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klc1,KLC1,,KO_promotes_maturation,0.1642692375175143,0.9642692375175144,0.8,hypertrophic,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccdc141,CCDC141,,KO_promotes_maturation,0.1630815699942633,0.9630815699942634,0.8,proliferative,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cntrob,CNTROB,,KO_promotes_maturation,0.1598502432785407,0.9598502432785408,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plekha4,PLEKHA4,,KO_promotes_maturation,0.1587292266758224,1.3587292266758226,1.2000000000000002,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gadl1,GADL1,,KO_promotes_maturation,0.1539507050631468,0.9539507050631468,0.8,proliferative,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ap2a1,AP2A1,,KO_promotes_maturation,0.1533887614518955,0.9533887614518956,0.8,hypertrophic,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mov10,MOV10,,KO_promotes_maturation,0.1532180856780945,0.9532180856780946,0.8,shared,resting,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pitpnm3,PITPNM3,,KO_promotes_maturation,0.1461602517593351,0.9461602517593352,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trpv4,TRPV4,,KO_promotes_maturation,0.1459195031487842,0.9459195031487844,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hcn3,HCN3,,KO_promotes_maturation,0.1382549849833474,0.9382549849833476,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Triobp,TRIOBP,,KO_promotes_maturation,0.137910176821022,0.937910176821022,0.8,shared,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif20a,KIF20A,,KO_promotes_maturation,0.1368291817273377,0.9368291817273378,0.8,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Micall2,MICALL2,,KO_promotes_maturation,0.1365629921055939,1.336562992105594,1.2000000000000002,hypertrophic,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrwd1,LRWD1,,KO_promotes_maturation,0.1365006510252826,0.9365006510252828,0.8,shared,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Agbl5,AGBL5,,KO_promotes_maturation,0.1356575247679747,0.9356575247679748,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc4a4,SLC4A4,,KO_promotes_maturation,0.1320907440847617,0.9320907440847618,0.8,hypertrophic,resting,perichondrium,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Apol7a,APOL4,,KO_promotes_maturation,0.1314360814143873,0.9314360814143874,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sytl2,SYTL2,,KO_promotes_maturation,0.1309141877768975,0.9309141877768976,0.8,proliferative,hypertrophic,perichondrium,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kri1,KRI1,,KO_promotes_maturation,0.1294622691193832,0.9294622691193832,0.8,shared,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep55,CEP55,,KO_promotes_maturation,0.1289956742515738,0.928995674251574,0.8,proliferative,hypertrophic,prehypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mef2d,MEF2D,,KO_promotes_maturation,0.1284947430095022,0.9284947430095024,0.8,hypertrophic,hypertrophic,perichondrium,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prdm10,PRDM10,,KO_promotes_maturation,0.1269210232019485,0.9269210232019486,0.8,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Meis1,MEIS1,,KO_promotes_maturation,0.1256873109969296,0.9256873109969296,0.8,shared,resting,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slitrk5,SLITRK5,,KO_promotes_maturation,0.1247730714116628,1.324773071411663,1.2000000000000002,proliferative,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Shisa3,SHISA3,,KO_promotes_maturation,0.1210824769630147,0.9210824769630148,0.8,proliferative,proliferative,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Odf2l,ODF2L,,KO_promotes_maturation,0.1190086824812453,0.9190086824812452,0.8,proliferative,hypertrophic,prehypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Micu1,MICU1,,KO_promotes_maturation,0.1183916014981518,0.918391601498152,0.8,hypertrophic,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpc3,GPC3,,KO_promotes_maturation,0.1181926363834924,0.9181926363834924,0.8,proliferative,proliferative,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mad1l1,MAD1L1,,KO_promotes_maturation,0.1152051325661835,0.9152051325661836,0.8,shared,hypertrophic,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pold3,,,KO_promotes_maturation,0.1121472169404915,0.9121472169404916,0.8,shared,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csgalnact1,CSGALNACT1,,KO_promotes_maturation,0.1112637689507596,1.3112637689507598,1.2000000000000002,proliferative,resting,proliferative,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pla2g6,PLA2G6,,KO_promotes_maturation,0.1102430858324372,0.9102430858324372,0.8,shared,proliferative,perichondrium,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mex3a,MEX3A,,KO_promotes_maturation,0.109380728453922,0.909380728453922,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
H2-Ab1,HLA-DQB2,,KO_promotes_maturation,0.1087977616824402,0.9087977616824404,0.8,proliferative,hypertrophic,perichondrium,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ambra1,AMBRA1,,KO_promotes_maturation,0.1057972238821358,1.305797223882136,1.2000000000000002,hypertrophic,resting,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ajuba,AJUBA,,KO_promotes_maturation,0.1056210752710613,0.9056210752710614,0.8,shared,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bag6,BAG6,,KO_promotes_maturation,0.1055882197238483,0.9055882197238484,0.8,shared,proliferative,prehypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbx18,TBX18,,KO_promotes_maturation,0.1050552758830338,1.305055275883034,1.2000000000000002,proliferative,resting,hypertrophic,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rwdd2a,RWDD2A,,KO_promotes_maturation,0.1006174041627174,0.9006174041627175,0.8,proliferative,proliferative,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Smad9,,,KO_promotes_maturation,0.0980052179837889,0.898005217983789,0.8,hypertrophic,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Alox12,ALOX12,,KO_promotes_maturation,0.0954556568210847,0.8954556568210847,0.8,hypertrophic,resting,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cttnbp2,CTTNBP2,,KO_promotes_maturation,0.0953909038874022,0.8953909038874023,0.8,hypertrophic,resting,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kirrel3,KIRREL3,,KO_promotes_maturation,0.0941199040356077,0.8941199040356078,0.8,shared,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lyst,LYST,,KO_promotes_maturation,0.0887159092136322,0.8887159092136323,0.8,hypertrophic,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Igf2bp3,IGF2BP3,,KO_promotes_maturation,0.0875053572503505,0.8875053572503506,0.8,shared,hypertrophic,prehypertrophic,20.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Capn12,CAPN12,,KO_promotes_maturation,0.0863479095158725,1.2863479095158727,1.2000000000000002,shared,hypertrophic,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nfatc2,NFATC2,,KO_promotes_maturation,0.085468017666616,1.2854680176666162,1.2000000000000002,shared,resting,perichondrium,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rhbdd3,RHBDD3,,KO_promotes_maturation,0.0834758621793226,0.8834758621793227,0.8,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Asns,ASNS,,KO_promotes_maturation,0.0833580742432478,0.8833580742432479,0.8,shared,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Upf1,UPF1,,KO_promotes_maturation,0.0829617201228563,0.8829617201228563,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fndc3c1,,,KO_promotes_maturation,0.0825139507638669,0.882513950763867,0.8,proliferative,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mybl2,MYBL2,,KO_promotes_maturation,0.0818063378607758,0.8818063378607759,0.8,shared,hypertrophic,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Baiap2l2,BAIAP2L2,,KO_promotes_maturation,0.080745527326917,0.8807455273269171,0.8,hypertrophic,,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Erf,ERF,,KO_promotes_maturation,0.0793862763014674,0.8793862763014675,0.8,hypertrophic,resting,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sertm1,SERTM1,,KO_promotes_maturation,0.0792022932937687,0.8792022932937688,0.8,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tomm40,TOMM40,,KO_promotes_maturation,0.07765069764415,0.87765069764415,0.8,proliferative,hypertrophic,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mterf4,MTERF4,,KO_promotes_maturation,0.0776491703346731,0.8776491703346732,0.8,shared,,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pygl,PYGL,,KO_promotes_maturation,0.0750313552000567,0.8750313552000568,0.8,proliferative,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Snrpc,SNRPC,,KO_promotes_maturation,0.069593198147563,0.8695931981475631,0.8,shared,proliferative,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
